,title,title-length,article,article-length,category,source
10,Qantas sees profits fly to record,6,"['australian', 'airlin', 'qanta', 'ha', 'post', 'record', 'fiscal', 'first-half', 'profit', 'thank', 'cost-cut', 'measur', 'net', 'profit', 'month', 'end', 'decemb', 'rose', 'year', 'earlier', 'analyst', 'expect', 'figur', 'closer', 'qanta', 'share', 'fell', 'howev', 'warn', 'earn', 'growth', 'slow', 'second', 'half', 'sale', 'dip', 'indian', 'ocean', 'tsunami', 'devast', 'mani', 'holiday', 'destin', 'qanta', 'tsunami', 'affect', 'travel', 'pattern', 'way', 'bit', 'surpris', 'chief', 'execut', 'geoff', 'dixon', 'explain', 'certainli', 'affect', 'japanes', 'travel', 'australia', 'soon', 'tsunami', 'hit', 'saw', 'lessen', 'book', 'australia', 'higher', 'fuel', 'cost', 'expect', 'eat', 'earn', 'come', 'month', 'hedg', 'benefit', 'second', 'half', 'chief', 'financi', 'offic', 'peter', 'gregg', 'qanta', 'face', 'increas', 'pressur', 'rival', 'low-cost', 'carrier', 'virgin', 'blue', 'australian', 'govern', 'talk', 'allow', 'singapor', 'airlin', 'fli', 'australia', 'qanta', 'key', 'rout', 'firm', 'predict', 'full-year', 'earn', 'increas', 'previou', 'month', 'analyst', 'forecast', 'full-year', 'profit', 'rise', 'million', 'million', 'qanta', 'boss', 'mr', 'dixon', 'review', ""group'"", 'cost-cut', 'measur', 'dure', 'month', 'fiscal', 'year', 'qanta', 'save', 'track', 'target', 'year', 'month', 'compani', 'warn', 'transfer', 'mani', 'job', 'australia', 'mr', 'dixon', 'quot', 'carrier', 'longer', 'afford', 'remain', 'all-australian']",297,business,bbc-data/business/128.txt
11,Saudi investor picks up the Savoy,6,"[""london'"", 'famou', 'savoy', 'hotel', 'ha', 'sold', 'group', 'combin', 'saudi', 'billionair', 'investor', 'princ', 'alwale', 'bin', 'talal', 'unit', 'hbo', 'bank', 'financi', 'deal', 'includ', 'nearbi', ""simpson'"", 'strand', 'restaur', 'disclos', 'seller', 'irish-bas', 'properti', 'firm', 'quinlan', 'privat', 'bought', 'savoy', 'berkeley', ""claridge'"", 'connaught', 'year', 'princ', ""alwaleed'"", 'hotel', 'invest', 'includ', 'luxuri', 'georg', 'pari', 'ha', 'substanti', 'stake', 'fairmont', 'hotel', 'resort', 'manag', 'savoy', ""simpson'"", 'strand', 'season', 'fairmont', 'plan', 'invest', 'renov', 'savoy', 'includ', 'river', 'room', 'suit', 'view', 'river', 'thame', 'work', 'wa', 'expect', 'complet', 'summer', 'fairmont']",136,business,bbc-data/business/470.txt
12,Euronext 'poised to make LSE bid',6,"['pan-european', 'group', 'euronext', 'pois', 'launch', 'bid', 'london', 'stock', 'exchang', 'uk', 'media', 'report', 'week', 'lse', 'reject', 'takeov', 'propos', 'german', 'rival', 'deutsch', 'boers', 'pence-a-shar', 'offer', 'valu', 'exchang', 'bn', 'lse', 'saw', 'share', 'rise', 'bid', 'undervalu', 'busi', 'euronext', 'form', 'brussel', 'pari', 'amsterdam', 'exchang', 'merg', 'reportedli', 'work', 'invest', 'bank', 'possibl', 'offer', 'lse', ""europe'"", 'biggest', 'stock', 'market', 'key', 'prize', 'list', 'stock', 'total', 'capitalis', 'trillion', 'euronext', 'alreadi', 'ha', 'presenc', 'london', 'acquisit', 'london-bas', 'option', 'futur', 'exchang', 'liff', 'trade', 'lse', 'clear', 'clearnet', 'euronext', 'ha', 'quarter', 'stake', 'euronext', 'oper', 'exchang', 'lisbon', 'week', 'appoint', 'ub', 'abn', 'amro', 'addit', 'advisor', 'work', 'morgan', 'stanley', 'despit', 'reject', 'deutsch', 'boers', 'bid', 'week', 'werner', 'seifert', 'chief', 'execut', 'frankfurt-bas', 'exchang', 'come', 'improv', 'offer', 'ha', 'long', 'want', 'link', 'london', 'tri', 'fail', 'seal', 'merger', 'respond', ""lse'"", 'rebuff', 'deutsch', 'boers', 'market', 'capitalis', 'bn', 'believ', 'propos', 'offer', 'benefit', 'hope', 'make', 'cash', 'bid', 'week', 'lse', 'onli', 'wa', 'bid', 'undervalu', 'advis', 'assur', 'ani', 'transact', 'success', 'implement', 'howev', 'ha', 'indic', 'open', 'talk', 'meanwhil', 'german', 'magazin', 'der', 'spiegel', 'mr', ""seifert'"", 'negoti', 'lse', 'base', 'futur', 'board', 'ani', 'merg', 'exchang', 'mr', 'seifert', 'ha', 'suggest', 'merg', 'compani', 'run', 'london', 'mayor', 'frankfurt', 'ha', 'rais', 'concern', 'cost', 'german', 'job', 'mani', 'analyst', 'believ', 'german', 'boers', 'ha', 'financi', 'firepow', 'euronext', 'came', 'bid', 'war']",353,business,bbc-data/business/316.txt
13,Cactus diet deal for Phytopharm,5,"['slim', 'aid', 'southern', 'african', 'cactu', 'set', 'develop', 'uk', 'firm', 'phytopharm', 'unilev', 'anglo-dutch', 'food', 'giant', 'unilev', 'help', 'pharmaceut', 'firm', 'develop', 'snack', 'contain', 'hoodia', 'extract', 'phytopharm', 'share', 'jump', 'news', 'analyst', 'sale', 'year', 'possibl', 'plant', 'licens', 'phytopharm', 'ha', 'use', 'thousand', 'year', 'san', 'bushmen', 'kalahari', 'desert', 'stave', 'hunger', 'studi', 'reportedli', 'shown', 'plant', 'curb', 'appetit', 'instead', 'reduc', 'calorif', 'intak', 'mani', 'exist', 'product', 'phytopharm', 'receiv', 'initi', 'fee', 'unilev', 'potenti', 'total', 'futur', 'royalti', 'product', 'sale', 'deal', 'product', 'hoodia', 'cactu', ""phytopharm'"", 'nurseri', 'south', 'africa', 'rise', 'million', 'plant', 'potenti', 'hundr', 'million', 'phytopharm', 'chief', 'execut', 'richard', 'dixey', 'firm', 'initi', 'hope', 'market', 'slim', 'drug', 'hoodia', 'pfizer', 'research', 'collabor', 'came', 'end', 'analyst', 'unilev', 'launch', 'new', 'product', 'thi', 'deal', 'goe', 'long', 'way', 'restor', 'market', 'faith', ""phytopharm'"", 'pipelin', 'pfizer', 'exit', 'analyst', 'erl', 'refsum', 'nomura']",213,business,bbc-data/business/302.txt
14,Wall Street cool to eBay's profit,6,"['share', 'onlin', 'auction', 'hous', 'ebay', 'fell', 'after-hour', 'trade', 'wednesday', 'quarterli', 'profit', 'fail', 'meet', 'market', 'expect', 'despit', 'net', 'profit', 'rise', 'dure', 'octob', 'decemb', 'year', 'earlier', 'wall', 'street', 'expect', 'ebay', 'stock', 'fell', 'after-hour', 'trade', 'end', 'nasdaq', ""ebay'"", 'net', 'revenu', 'quarter', 'rose', 'boost', 'growth', 'paypal', 'payment', 'servic', 'exclud', 'special', 'item', ""ebay'"", 'profit', 'wa', 'cent', 'share', 'analyst', 'expect', 'cent', 'think', 'wall', 'street', 'ha', 'gotten', 'bit', 'ahead', 'ebay', 'thi', 'quarter', 'year', 'janco', 'partner', 'analyst', 'martin', 'pyykkonen', 'ebay', 'earn', 'sale', 'bn', 'ebay', 'presid', 'chief', 'execut', 'meg', 'whitman', 'outstand', 'success', 'gener', 'tremend', 'momentum', 'confid', 'decis', 'invest', 'make', 'today', 'ensur', 'bright', 'futur', 'compani', 'commun', 'user', 'world', 'ebay', 'forecast', 'revenu', 'bn', 'bn', 'earn', 'exclud', 'item', 'share', 'analyst', 'previous', 'estim', 'ebay', 'achiev', 'revenu', 'bn', 'earn', 'share', 'exclud', 'item']",219,business,bbc-data/business/464.txt
15,Parmalat founder offers apology,4,"['founder', 'boss', 'parmalat', 'ha', 'apologis', 'investor', 'lost', 'money', 'result', 'italian', 'dairi', ""firm'"", 'collaps', 'calisto', 'tanzi', 'co-oper', 'fulli', 'prosecutor', 'investig', 'background', ""europe'"", 'largest', 'financi', 'scandal', 'parmalat', 'wa', 'place', 'bankruptci', 'protect', 'bn', 'euro', 'black', 'hole', 'wa', 'account', 'peopl', 'lost', 'money', 'follow', ""firm'"", 'collaps', 'mr', 'tanzi', 'issu', 'statement', 'hi', 'lawyer', 'hour', 'question', 'prosecutor', 'parma', 'januari', 'prosecutor', 'seek', 'indict', 'mr', 'tanzi', 'includ', 'sever', 'member', 'hi', 'famili', 'parmalat', 'chief', 'financi', 'offic', 'fausto', 'tonna', 'alleg', 'manipul', 'stock', 'market', 'price', 'make', 'mislead', 'statement', 'account', ""italy'"", 'financi', 'watchdog', 'parmalat', 'auditor', 'stand', 'trial', 'later', 'thi', 'month', 'role', ""firm'"", 'collaps', 'apologis', 'suffer', 'damag', 'result', 'scheme', 'make', 'dream', 'industri', 'project', 'come', 'true', 'mr', ""tanzi'"", 'statement', 'duti', 'collabor', 'fulli', 'prosecutor', 'reconstruct', 'caus', ""parmalat'"", 'sudden', 'default', 'respons', 'mr', 'tanzi', 'spent', 'sever', 'month', 'jail', 'wake', ""parmalat'"", 'collaps', 'wa', 'kept', 'hous', 'arrest', 'septemb', 'parmalat', 'run', 'state', 'appoint', 'administr', 'enrico', 'bondi', 'ha', 'launch', 'lawsuit', 'bank', 'effort', 'recov', 'money', 'bankrupt', 'compani', 'sharehold', 'ha', 'alleg', 'compani', 'awar', 'true', 'state', ""parmalat'"", 'financ', 'continu', 'lend', 'money', 'compani', 'compani', 'insist', 'victim', 'fraudul', 'book-keep', 'parmalat', 'wa', 'declar', 'insolv', 'emerg', 'billion', 'euro', 'bn', 'bn', 'supposedli', 'held', 'offshor', 'account', 'did', 'fact', 'exist', ""firm'"", 'demis', 'sent', 'shock', 'wave', 'itali', 'portfolio', 'top-sel', 'food', 'brand', 'posit', 'owner', 'lead', 'footbal', 'club', 'parma', 'turn', 'household']",348,business,bbc-data/business/458.txt
16,'Golden economic period' to end,5,"['year', 'golden', 'econom', 'perform', 'come', 'end', 'growth', 'slow', 'markedli', 'citi', 'consult', 'deloitt', 'ha', 'warn', 'uk', 'economi', 'suffer', 'backlash', 'slowdown', 'hous', 'market', 'trigger', 'fall', 'consum', 'spend', 'rise', 'unemploy', 'deloitt', 'forecast', 'econom', 'growth', 'thi', 'year', 'chancellor', 'gordon', ""brown'"", 'forecast', 'believ', 'rate', 'fall', 'end', 'year', 'quarterli', 'econom', 'review', 'deloitt', 'uk', 'economi', 'enjoy', 'golden', 'period', 'dure', 'past', 'decad', 'unemploy', 'fall', 'near', 'year', 'low', 'inflat', 'lowest', 'sinc', 'warn', 'thi', 'growth', 'achiev', 'expens', 'creat', 'major', 'imbal', 'economi', ""deloitte'"", 'chief', 'econom', 'advisor', 'roger', 'bootl', 'biggest', 'hit', 'set', 'come', 'hous', 'market', 'ha', 'alreadi', 'embark', 'major', 'slowdown', 'wherea', 'main', 'driver', 'economi', 'recent', 'year', 'ha', 'robust', 'household', 'spend', 'growth', 'thi', 'suffer', 'hous', 'market', 'slowdown', 'gather', 'pace', 'econom', 'growth', 'constrain', 'dure', 'year', 'increas', 'pressur', 'household', 'budget', 'rise', 'tax', 'deloitt', 'believ', 'gordon', 'brown', 'need', 'rais', 'bn', 'year', 'order', 'sustain', 'public', 'financ', 'short', 'term', 'firm', 'claim', 'thi', 'result', 'mark', 'slowdown', 'growth', 'compar', 'year', 'economi', 'expand', 'howev', 'deloitt', 'stress', 'slowdown', 'wa', 'unlik', 'ani', 'major', 'impact', 'retail', 'price', 'expect', 'bank', 'england', 'respond', 'quickli', 'sign', 'economi', 'falter', 'expect', 'seri', 'aggress', 'rate', 'cut', 'year', 'cost', 'borrow', 'fall', 'current', 'mark', 'end', 'year', 'thing', 'complet', 'wrong', 'probabl', 'mark', 'start', 'difficult', 'period', 'uk', 'economi', 'mr', 'bootl']",355,business,bbc-data/business/459.txt
17,Brazil plays down Varig rescue,5,"['brazilian', 'govern', 'ha', 'play', 'claim', 'step', 'save', ""country'"", 'biggest', 'airlin', ""brazil'"", 'airport', 'author', 'chief', 'carlo', 'wilson', 'claim', 'govern', 'wa', 'brink', 'step', 'save', 'varig', ""brazil'"", 'flagship', 'airlin', 'howev', ""country'"", 'vice', 'presid', 'jose', 'alencar', 'ha', 'govern', 'look', 'solut', 'varig', 'struggl', 'huge', 'debt', 'burden', 'estim', 'debt', 'billion', 'reai', 'bn', 'bn', 'ask', 'rescu', 'wa', 'card', 'follow', 'meet', ""country'"", 'congress', 'discuss', ""airline'"", 'crisi', 'mr', 'alencar', 'repli', 'think', 'earlier', 'mr', 'wilson', 'presid', 'luiz', 'inacio', 'lula', 'da', 'silva', 'ha', 'decid', 'step', 'decre', 'kind', 'intervent', 'sign', 'thi', 'week', 'practic', 'intervent', 'thi', 'technic', 'use', 'intervent', 'mean', 'govern', 'administr', 'control', 'compani', 'financ', 'happen', ""varig'"", 'main', 'sharehold', 'non-profit', 'ruben', 'berta', 'foundat', 'repres', ""airline'"", 'employe', 'remov', 'mr', 'wilson', 'howev', 'job', 'lost', 'airlin', 'fli', 'varig', 'oper', 'countri', 'apart', 'brazil', 'ha', 'driven', 'brink', 'collaps', 'becaus', ""country'"", 'econom', 'downturn', 'depreci', ""brazil'"", 'currenc', 'ha', 'direct', 'impact', ""airline'"", 'dollar', 'debt', 'cost', 'busi', 'ha', 'improv', 'recent', 'demand', 'air', 'travel', 'increas', 'recoveri', 'brazilian', 'economi', 'airlin', 'win', 'sizeabl', 'windfal', 'compens', 'claim', 'govern', 'tuesday', 'court', 'award', 'varig', 'bn', 'reai', 'rule', 'favour', 'compens', 'claim', 'govern', 'freez', 'tariff', 'govern', 'appeal', 'decis']",322,business,bbc-data/business/303.txt
18,WorldCom trial starts in New York,6,"['trial', 'berni', 'ebber', 'chief', 'execut', 'bankrupt', 'phone', 'compani', 'worldcom', 'ha', 'start', 'new', 'york', 'select', 'juri', 'mr', 'ebber', 'accus', 'mastermind', 'bn', 'bn', 'account', 'fraud', 'eventu', 'saw', 'firm', 'collaps', 'juli', 'hi', 'indict', 'includ', 'charg', 'secur', 'fraud', 'conspiraci', 'file', 'fals', 'report', 'regul', 'guilti', 'mr', 'ebber', 'face', 'substanti', 'jail', 'sentenc', 'ha', 'firmli', 'declar', 'hi', 'innoc', 'mr', 'ebber', 'leadership', 'worldcom', 'emerg', 'mississippi', 'obscur', 'becom', 'bn', 'telecom', 'giant', 'darl', 'late', 'investor', 'competit', 'intensifi', 'telecom', 'boom', 'peter', 'worldcom', 'grow', 'financi', 'stress', 'worldcom', 'final', 'collaps', 'sharehold', 'lost', 'bn', 'worker', 'lost', 'job', 'mr', 'ebber', 'trial', 'expect', 'month', 'latest', 'seri', 'attempt', 'prosecutor', 'pursu', 'senior', 'execut', 'fraud', 'coincid', 'retrial', 'tyco', 'intern', 'chief', 'denni', 'kozlowski', 'hi', 'lieuten', 'accus', 'loot', 'industri', 'conglomer', 'tune', 'trail', 'prepar', 'prepar', 'execut', 'shame', 'energi', 'firm', 'enron']",202,business,bbc-data/business/465.txt
19,Tsunami slows Sri Lanka's growth,5,"['sri', ""lanka'"", 'presid', 'ha', 'launch', 'reconstruct', 'drive', 'worth', 'bn', 'bn', 'appeal', 'peac', 'nation', 'uniti', 'presid', 'kumaratunga', 'wa', 'import', 'peac', 'solut', 'year', 'intern', 'conflict', 'meanwhil', 'intern', 'monetari', 'fund', 'imf', 'damag', 'tsunami', 'cut', 'percentag', 'point', 'sri', ""lanka'"", 'econom', 'growth', 'thi', 'year', 'estim', 'wave', 'left', 'physic', 'damag', 'equal', 'economi', 'separ', 'intern', 'labour', 'organis', 'ilo', 'million', 'peopl', 'lost', 'livelihood', 'sri', 'lanka', 'indonesia', 'alon', 'action', 'creat', 'job', 'presid', 'kumaratunga', 'attend', 'ceremoni', 'southern', 'town', 'hambantota', 'wa', 'join', 'govern', 'opposit', 'politician', 'togeth', 'buddhist', 'hindu', 'muslim', 'christian', 'clergi', 'prime', 'minist', 'mahinda', 'rajapaks', 'laid', 'foundat', 'stone', 'new', 'hous', 'project', 'intend', 'provid', 'home', 'survivor', 'tsunami', 'mr', 'kumaratunga', 'tragedi', 'start', 'new', 'begin', 'rebuild', 'nation', 'countri', 'bless', 'mani', 'natur', 'resourc', 'use', 'fulli', 'instead', 'squabbl', 'fight', ""norway'"", 'peac', 'negoti', 'erik', 'solheim', 'arriv', 'wednesday', 'tri', 'reviv', 'peac', 'talk', 'decades-long', 'conflict', 'govern', 'forc', 'tamil', 'tiger', 'want', 'separ', 'state', 'north', 'east', 'countri', 'reconstruct', 'effort', 'eastern', 'sri', 'lanka', 'hamper', 'tension', 'imf', 'sri', 'lankan', 'author', 'initi', 'estim', 'physic', 'damag', 'bn', 'implic', 'economi', 'wider', 'thi', 'broader', 'macroeconom', 'impact', 'clearli', 'substanti', 'difficult', 'assess', 'thi', 'earli', 'stage', 'imf', 'growth', 'inflat', 'balanc', 'payment', 'foreign', 'exchang', 'reserv', 'expect', 'effect', 'lost', 'busi', 'reconstruct', 'cost', 'fish', 'industri', 'ha', 'devast', 'agricultur', 'product', 'affect', 'tourism', 'suffer', 'especi', 'short', 'term', 'report', 'ilo', 'estim', 'sri', 'lankan', 'lost', 'job', 'mostli', 'industri', 'earn', 'tourism', 'thi', 'year', 'expect', 'lower', 'year', 'econom', 'growth', 'thi', 'year', 'expect', 'previous', 'forecast', 'inflat', 'climb', 'compar', 'previou', 'estim', 'major', 'export', 'suffer', 'imf', 'expect', 'reconstruct', 'effort', 'requir', 'higher', 'import', 'damag', 'balanc', 'payment', 'foreign', 'exchang', 'reserv', 'becom', 'strain', 'sri', 'lanka', 'hard', 'press', 'intern', 'reserv', 'pre-tsunami', 'level', 'total', 'month', 'worth', 'import', 'week', 'imf', 'approv', 'sri', ""lanka'"", 'request', 'freez', 'loan', 'repay']",477,business,bbc-data/business/471.txt
20,Christmas shoppers flock to tills,5,"['shop', 'uk', 'report', 'strong', 'sale', 'saturday', 'befor', 'christma', 'claim', 'record-break', 'number', 'festiv', 'shopper', 'spokesman', ""manchester'"", 'trafford', 'centr', 'wa', 'biggest', 'christma', 'date', 'sale', 'regent', 'street', 'associ', 'shop', 'central', 'london', 'expect', 'best', 'christma', 'pictur', 'come', 'despit', 'report', 'disappoint', 'festiv', 'sale', 'coupl', 'week', 'trafford', 'centr', 'spokeswoman', 'thousand', 'vehicl', 'arriv', 'centr', 'saturday', 'befor', 'gmt', 'predict', 'week', 'continu', 'trend', 'wa', 'similar', 'stori', 'bluewat', 'kent', 'spokesman', 'alan', 'jone', 'expect', 'shopper', 'visit', 'end', 'saturday', 'sunday', 'sale', 'far', 'time', 'year', 'veri', 'busi', 'realli', 'strong', 'peopl', 'shop', 'right', 'christma', 'christma', 'period', 'expect', 'peopl', 'spend', 'excess', 'centr', 'saturday', 'afternoon', 'spokeswoman', 'st', ""david'"", 'shop', 'centr', 'cardiff', 'look', 'busiest', 'day', 'year', 'shopper', 'expect', 'visit', 'close', 'play', 'st', ""enoch'"", 'shop', 'centr', 'glasgow', 'shopper', 'all-tim', 'record', 'expect', 'pass', 'door', 'close', 'time', 'gmt', 'senior', 'busi', 'manag', 'jon', 'walton', 'ha', 'phenomen', 'absolut', 'mob', 'everi', 'week', 'footfal', 'ha', 'strong', 'growth', 'weekend', 'ha', 'mad', 'regent', 'street', 'associ', 'director', 'anni', 'walker', 'saturday', 'store', 'heav', 'today', 'lot', 'peopl', 'minut', 'shop', 'mani', 'peopl', 'finish', 'work', 'friday', 'week', 'report', 'slump', 'pre-christma', 'sale', 'relat', 'grow', 'popular', 'internet', 'sale', 'think', 'thi', 'ha', 'lot', 'report', 'lower', 'sale', 'figur', 'internet', 'shop', 'ha', 'gone', 'enorm', 'store', 'websit']",369,business,bbc-data/business/317.txt
21,Iraq to invite phone licence bids,6,"['iraq', 'invit', 'bid', 'telephon', 'licenc', 'want', 'significantli', 'boost', 'nationwid', 'coverag', 'decad', 'bid', 'invit', 'local', 'arab', 'foreign', 'compani', ""iraq'"", 'ministri', 'commun', 'winner', 'work', 'partnership', 'iraqi', 'telecommun', 'post', 'compani', 'itpc', 'firm', 'instal', 'oper', 'fix', 'phone', 'network', 'provid', 'voic', 'fax', 'internet', 'servic', 'ministri', 'want', 'increas', ""iraq'"", 'veri', 'low', 'telephon', 'servic', 'penetr', 'rate', 'today', 'year', 'hope', 'develop', 'highli', 'visibl', 'changeabl', 'telecommun', 'sector', 'bid', 'tender', 'process', 'publish', ""ministry'"", 'websit', 'februari', 'plan', 'road-show', 'investor', 'amman', 'jordan', 'ministri', 'base', 'select', 'criteria', 'includ', 'speed', 'implement', 'tariff', 'rate', 'coverag', ""firm'"", 'experi', 'financi', 'strength']",156,business,bbc-data/business/129.txt
22,Australia rates at four year high,6,"['australia', 'rais', 'benchmark', 'rate', 'highest', 'level', 'year', 'despit', 'sign', 'slowdown', ""country'"", 'economi', 'reserv', 'bank', 'australia', 'lift', 'rate', 'upward', 'year', 'howev', 'shortli', 'bank', 'decis', 'new', 'figur', 'fall', 'econom', 'growth', 'quarter', 'bank', 'act', 'curb', 'inflat', 'wa', 'criticis', 'analyst', 'rate', 'hike', 'wa', 'sinc', 'decemb', 'well-flag', 'advanc', 'howev', 'opposit', 'parti', 'analyst', 'wa', 'ill-tim', 'given', 'data', 'australian', 'economi', 'grew', 'just', 'octob', 'decemb', 'annual', 'basi', 'figur', 'repres', 'declin', 'growth', 'gdp', 'seen', 'juli', 'septemb', 'market', 'expect', 'consum', 'spend', 'remain', 'strong', 'howev', 'bank', 'concern', 'grow', 'inflationari', 'pressur', 'recent', 'month', 'ha', 'becom', 'increasingli', 'clear', 'remain', 'spare', 'capac', 'labour', 'good', 'market', 'becom', 'limit', 'ian', 'macfarlan', 'governor', 'reserv', 'bank', 'inflat', 'remain', ""bank'"", 'target', 'rang', 'howev', 'export', 'declin', 'second', 'half', 'fuell', 'rise', ""country'"", 'current', 'account', 'deficit', 'differ', 'valu', 'import', 'compar', 'export', 'record', 'australian', 'dollar', 'bn', 'australian', 'govern', 'economi', 'remain', 'strong', 'unemploy', 'near', 'year', 'low', 'economi', 'ha', 'strong', 'properli', 'moder', 'look', 'slow', 'ani', 'unreason', 'way', 'treasur', 'peter', 'costello', 'stock', 'market', 'factor', 'likelihood', 'rate', 'rise', 'analyst', 'express', 'concern', 'strength', 'economi', 'annual', 'growth', 'rate', 'lowest', 'seen', 'sinc', 'post-elect', 'slump', 'saw', 'michael', 'blyth', 'chief', 'economist', 'commonwealth', 'bank', 'australia', 'thi', 'suggest', 'economi', 'realli', 'did', 'slow', 'veri', 'sharpli', 'second', 'half']",346,business,bbc-data/business/101.txt
23,Glaxo aims high after profit fall,6,"['glaxosmithklin', 'saw', 'profit', 'fall', 'year', 'bn', 'bn', ""europe'"", 'biggest', 'drugmak', 'recoveri', 'dure', 'way', 'cheap', 'copi', 'drug', 'particularli', 'anti-depress', 'paxil', 'wellbutrin', 'weak', 'dollar', 'hit', 'profit', 'global', 'sale', 'firm', 'confid', 'new', 'drug', 'pipelin', 'deliv', 'profit', 'despit', 'failur', 'obes', 'drug', 'chief', 'execut', 'jean-pierr', 'garnier', 'difficult', 'year', 'earli', 'afternoon', 'trade', 'london', 'compani', 'share', 'price', 'wa', 'penc', 'mr', 'garnier', 'compani', 'absorb', 'bn', 'lost', 'sale', 'gener', 'manag', 'grow', 'busi', 'continu', 'success', 'key', 'product', 'mean', 'look', 'forward', 'good', 'perform', 'import', 'year', 'term', 'research', 'develop', 'pipelin', 'progress', 'howev', 'firm', 'discontinu', 'develop', 'experiment', 'treatment', 'obes', 'known', 'disappoint', 'clinic', 'trial', 'result', 'glaxo', 'reli', 'new', 'treatment', 'condit', 'cancer', 'diabet', 'depress', 'hiv', 'aid', 'allergi', 'lift', 'pace', 'sale', 'growth', 'sever', 'disappoint', 'year']",197,business,bbc-data/business/115.txt
24,BMW cash to fuel Mini production,6,"['year', 'new', 'mini', 'wa', 'launch', 'german', 'car', 'maker', 'bmw', 'ha', 'announc', 'new', 'invest', 'new', 'job', 'creat', 'oxford', 'factori', 'includ', 'modernis', 'machineri', 'new', 'bodi', 'shell', 'product', 'build', 'result', 'invest', 'rais', 'output', 'car', 'rise', 'year', 'respons', 'rapidly-ris', 'demand', 'help', 'wipe', 'wait', 'list', 'befor', ""wednesday'"", 'announc', 'bmw', 'invest', 'mini', 'product', 'sinc', 'launch', 'dure', 'summer', 'new', 'mini', 'ha', 'gone', 'strength', 'strength', 'year', 'car', 'sold', 'bmw', 'group', 'wa', 'mini', 'compani', 'admit', 'success', 'brand', 'came', 'despit', 'sceptic', 'mani', 'industri', 'decis', 'produc', 'new', 'mini', 'wa', 'receiv', 'right', 'away', 'norbert', 'reithof', 'member', 'bmw', 'manag', 'board', 'initi', 'bmw', 'produc', 'mini', 'model', 'year', 'vast', 'cowley', 'factori', 'outskirt', 'oxford', 'target', 'wa', 'quickli', 'reach', 'rais', 'time', 'time', 'everyon', 'convinc', 'boom', 'continu', 'risk', 'invest', 'massiv', 'brand', 'demand', 'taper', 'did', 'new', 'vw', 'beetl', 'brad', 'wernl', 'automot', 'news', 'europ', 'price', 'car', 'ha', 'gone', 'wa', 'launch', 'cheapest', 'mini', 'cost', 'just', 'day', 'buyer', 'fork', 'new', 'mini', 'cooper', 'cost', 'mini', 'convert', 'wa', 'launch', 'spring', 'cost', 'model', 'wait', 'list', 'second-hand', 'mini', 'cheap', 'mini', 'bought', 'model', 'wa', 'launch', 'fetch', 'cheapest', 'model', 'use', 'cooper', 'price', 'accord', 'the-car', 'buy', 'websit', ""parker'"", 'consum', 'associ', 'oper', 'slightli', 'differ', 'number', 'confirm', 'mini', 'cooper', 'depreci', 'slower', 'ani', 'car', 'merced', 'benz', 'se', 'bmw', 'seri', 'se', 'cowley', 'factori', 'initi', 'far', 'larg', 'product', 'plant', 'just', 'mini', 'increasingli', 'good', 'use', 'plan', 'tear', 'old', 'build', 'build', 'new', 'rumour', 'new', 'paint', 'shop', 'includ', 'plan', ""bmw'"", 'mini', 'adventur', 'ha', 'good', 'went', 'wrong', 'dure', 'stewardship', 'uk', 'car', 'maker', 'rover', 'sold', 'year', 'ago', 'phoenix', 'consortium', 'bmw', 'rover', 'oxford', 'factori', 'wa', 'produc', 'award-win', 'rover', 'dure', 'year', 'peopl', 'produc', 'car', 'year', 'factori', 'time', 'mani', 'vehicl', 'produc', 'just', 'mini-work', 'mini', ""factory'"", 'current', 'output', 'equal', 'impress', 'compar', 'main', 'rover', 'factori', 'longbridg', 'produc', 'rover', 'car', 'year', 'mg', 'rover', 'employ', 'peopl', 'produc', 'just', 'car', 'hope', 'land', 'deal', 'shanghai', 'automot', 'industri', 'corpor', 'saic', 'help', 'doubl', 'number', 'car', 'produc', 'longbridg', 'inde', 'mini', 'onli', 'produc', 'car', 'mg', 'rover', 'doe', 'remain', 'ahead', 'current', 'sale', 'land', 'rover', 'rang', 'rover', 'rover', 'unit', 'bmw', 'sold', 'ford', 'taken', 'account']",611,business,bbc-data/business/049.txt
